distance,eventid1,eventid2
589.6286606568411,202009240028.0,202009260005.0
5.09783083867386,202009240028.0,202009260011.0
590.3738737743311,202009240028.0,202009270009.0
71.97496061665386,202009240028.0,202009280035.0
137.2007302071443,202009240028.0,202010010015.0
594.3725935022068,202009260005.0,202009260011.0
13.279100086035704,202009260005.0,202009270009.0
605.2607473416078,202009260005.0,202009280035.0
551.4173953442647,202009260005.0,202010010015.0
435.83547536496854,202009260005.0,202010030006.0
595.1584387549296,202009260011.0,202009270009.0
69.50860882233496,202009260011.0,202009280035.0
137.39426291349577,202009260011.0,202010010015.0
236.23132906453145,202009260011.0,202010030006.0
607.553777989299,202009270009.0,202009280035.0
555.1936847085711,202009270009.0,202010010015.0
432.1218436468429,202009270009.0,202010030006.0
85.00431505758804,202009280035.0,202010010015.0
289.19821989563013,202009280035.0,202010030006.0
346.1553313924274,202009280035.0,202010050017.0
346.1553313924274,202009280035.0,202010050018.0
300.82501467440915,202010010015.0,202010030006.0
360.6512532999382,202010010015.0,202010050017.0
360.6512532999382,202010010015.0,202010050018.0
300.82501467440915,202010010015.0,202010060010.0
76.48839377710297,202010010015.0,202010070013.0
59.91513902255815,202010030006.0,202010050017.0
59.91513902255815,202010030006.0,202010050018.0
0.0,202010030006.0,202010060010.0
300.9957963243512,202010030006.0,202010070013.0
325.54698298833586,202010030006.0,202010090003.0
272.42855903055835,202010030006.0,202010090006.0
325.54698298833586,202010030006.0,202010090019.0
421.4983751418451,202010030006.0,202010100039.0
0.0,202010050017.0,202010050018.0
59.91513902255815,202010050017.0,202010060010.0
359.9594416910015,202010050017.0,202010070013.0
383.2153454446053,202010050017.0,202010090003.0
331.72096282983387,202010050017.0,202010090006.0
383.2153454446053,202010050017.0,202010090019.0
474.5292289543628,202010050017.0,202010100039.0
60.44816448944734,202010050017.0,202010120008.0
59.91513902255815,202010050018.0,202010060010.0
359.9594416910015,202010050018.0,202010070013.0
383.2153454446053,202010050018.0,202010090003.0
331.72096282983387,202010050018.0,202010090006.0
383.2153454446053,202010050018.0,202010090019.0
474.5292289543628,202010050018.0,202010100039.0
60.44816448944734,202010050018.0,202010120008.0
300.9957963243512,202010060010.0,202010070013.0
325.54698298833586,202010060010.0,202010090003.0
272.42855903055835,202010060010.0,202010090006.0
325.54698298833586,202010060010.0,202010090019.0
421.4983751418451,202010060010.0,202010100039.0
85.82822466596423,202010060010.0,202010120008.0
154.95827002823114,202010070013.0,202010090003.0
30.367974401034704,202010070013.0,202010090006.0
154.95827002823114,202010070013.0,202010090019.0
275.71527763384836,202010070013.0,202010100039.0
356.21116092212566,202010070013.0,202010120008.0
462.85226517657344,202010070013.0,202010140040.0
145.21596132631262,202010090003.0,202010090006.0
0.0,202010090003.0,202010090019.0
125.15920751429314,202010090003.0,202010100039.0
403.54009095785966,202010090003.0,202010120008.0
594.8884168668372,202010090003.0,202010140040.0
75.70151226159467,202010090003.0,202010150029.0
367.40445017806513,202010090003.0,202010170033.0
408.55321914259395,202010090003.0,202010170035.0
145.21596132631262,202010090006.0,202010090019.0
269.46041614665677,202010090006.0,202010100039.0
330.3605855412804,202010090006.0,202010120008.0
457.4289558981434,202010090006.0,202010140040.0
214.3380838122529,202010090006.0,202010150029.0
125.15920751429314,202010090019.0,202010100039.0
403.54009095785966,202010090019.0,202010120008.0
594.8884168668372,202010090019.0,202010140040.0
75.70151226159467,202010090019.0,202010150029.0
504.8275929999859,202010100039.0,202010120008.0
719.2849833606997,202010100039.0,202010140040.0
81.69229352037665,202010100039.0,202010150029.0
457.2662740250646,202010100039.0,202010170033.0
510.7666592325997,202010100039.0,202010170035.0
343.9144527209047,202010120008.0,202010140040.0
423.3872532999176,202010120008.0,202010150029.0
74.06285837059242,202010120008.0,202010170033.0
7.9629745032817585,202010120008.0,202010170035.0
364.89387820489907,202010120008.0,202010180026.0
649.7695844481092,202010140040.0,202010150029.0
414.75777808265906,202010140040.0,202010170033.0
336.6183889762328,202010140040.0,202010170035.0
43.701410862730626,202010140040.0,202010180026.0
432.3708381412334,202010140040.0,202010200014.0
284.51024718928335,202010140040.0,202011250001.0
375.6809976383497,202010150029.0,202010170033.0
429.40407367321035,202010150029.0,202010170035.0
643.1897963016796,202010150029.0,202010180026.0
297.24340006644167,202010150029.0,202010200014.0
598.718209405247,202010150029.0,202010220004.0
395.22727177169185,202010150029.0,202011250001.0
82.00185506806565,202010170033.0,202010170035.0
433.2057665950289,202010170033.0,202010180026.0
81.25366701787662,202010170033.0,202010200014.0
346.116023029386,202010170033.0,202010220004.0
150.45069358658455,202010170033.0,202011250001.0
357.98862936593827,202010170035.0,202010180026.0
136.09427639758272,202010170035.0,202010200014.0
267.4271340752858,202010170035.0,202010220004.0
102.51948027348715,202010170035.0,202011250001.0
443.16166510620593,202010180026.0,202010200014.0
98.7623215990361,202010180026.0,202010220004.0
295.0142599828112,202010180026.0,202011250001.0
367.2033858197988,202010200014.0,202010220004.0
97.13016695772349,202010200014.0,202010260010.0
136.60237823162674,202010200014.0,202010270020.0
138.10979530263785,202010200014.0,202010270021.0
202.81631717847225,202010200014.0,202010270022.0
110.06345065509159,202010200014.0,202010270023.0
111.69502823492128,202010200014.0,202010270024.0
163.31171866019739,202010200014.0,202010270025.0
177.74892579246102,202010200014.0,202010270026.0
148.28663758751674,202010200014.0,202011250001.0
334.81685772304303,202010220004.0,202010260010.0
254.55292060437944,202010220004.0,202010270020.0
245.889245108513,202010220004.0,202010270021.0
230.45389127396004,202010220004.0,202010270022.0
285.6819910017137,202010220004.0,202010270023.0
285.0334660553536,202010220004.0,202010270024.0
204.00725817118047,202010220004.0,202010270025.0
227.0480460233021,202010220004.0,202010270026.0
220.73823610042191,202010220004.0,202011250001.0
80.3026118409861,202010260010.0,202010270020.0
89.73352669432018,202010260010.0,202010270021.0
126.61305876091434,202010260010.0,202010270022.0
50.1908651059387,202010260010.0,202010270023.0
50.50492292557789,202010260010.0,202010270024.0
150.3303176574666,202010260010.0,202010270025.0
112.64402657181705,202010260010.0,202010270026.0
288.07970826998377,202010260010.0,202011020021.0
283.06101794575744,202010260010.0,202011030014.0
189.22214273409466,202010260010.0,202011030027.0
147.113978082606,202010260010.0,202011250001.0
12.017417179408175,202010270020.0,202010270021.0
68.91342899000874,202010270020.0,202010270022.0
31.82707923305319,202010270020.0,202010270023.0
30.907349053381026,202010270020.0,202010270024.0
80.51501728909821,202010270020.0,202010270025.0
41.1692222321957,202010270020.0,202010270026.0
321.16241060922187,202010270020.0,202011020021.0
224.08990120035278,202010270020.0,202011030014.0
218.6350092693964,202010270020.0,202011030027.0
94.47196120923711,202010270020.0,202011040017.0
85.93783196729939,202010270020.0,202011250001.0
72.95126362920794,202010270021.0,202010270022.0
39.85958778134865,202010270021.0,202010270023.0
39.32649139942489,202010270021.0,202010270024.0
68.49873623147444,202010270021.0,202010270025.0
42.3724331845824,202010270021.0,202010270026.0
319.327967892471,202010270021.0,202011020021.0
212.20975524094453,202010270021.0,202011030014.0
217.03778913069786,202010270021.0,202011030027.0
97.29486333864831,202010270021.0,202011040017.0
74.37377533672161,202010270021.0,202011250001.0
92.85114692527782,202010270022.0,202010270023.0
91.26043830259142,202010270022.0,202010270024.0
119.32110076898923,202010270022.0,202010270025.0
32.145531163864945,202010270022.0,202010270026.0
389.8467161165105,202010270022.0,202011020021.0
259.3099874496353,202010270022.0,202011030014.0
287.28102753733367,202010270022.0,202011030027.0
159.59077152084942,202010270022.0,202011040017.0
134.13966879614998,202010270022.0,202011250001.0
1.7191420024190767,202010270023.0,202010270024.0
101.64666733329766,202010270023.0,202010270025.0
70.25232651346084,202010270023.0,202010270026.0
299.15632722389785,202010270023.0,202011020021.0
239.70555140163148,202010270023.0,202011030014.0
196.78456405030778,202010270023.0,202011030027.0
66.74972564799043,202010270023.0,202011040017.0
101.19121579604929,202010270023.0,202011250001.0
101.88887892149019,202010270024.0,202010270025.0
68.91253183911428,202010270024.0,202010270026.0
300.85916032741585,202010270024.0,202011020021.0
240.39858536620156,202010270024.0,202011030014.0
198.49303431084525,202010270024.0,202011030027.0
68.35977087508971,202010270024.0,202011040017.0
101.77633607933615,202010270024.0,202011250001.0
89.26025519365352,202010270025.0,202010270026.0
316.4464580264414,202010270025.0,202011020021.0
144.70544918291347,202010270025.0,202011030014.0
219.5716941230964,202010270025.0,202011030027.0
133.70248356270238,202010270025.0,202011040017.0
20.8922471881886,202010270025.0,202011250001.0
361.48157229083773,202010270026.0,202011020021.0
231.95747336180202,202010270026.0,202011030014.0
259.07797879303496,202010270026.0,202011030027.0
135.39400705239245,202010270026.0,202011040017.0
102.78768263598235,202010270026.0,202011250001.0
328.9209481557609,202011020021.0,202011030014.0
102.57005259593453,202011020021.0,202011030027.0
234.55078851817305,202011020021.0,202011040017.0
108.65797891078518,202011020021.0,202011060028.0
521.3253199093914,202011020021.0,202011070019.0
234.55078851817305,202011020021.0,202011070024.0
108.3365567248305,202011020021.0,202011080046.0
261.37087244582773,202011030014.0,202011030027.0
245.65192177579007,202011030014.0,202011040017.0
347.9858085819428,202011030014.0,202011060028.0
207.9279417790695,202011030014.0,202011070019.0
245.65192177579007,202011030014.0,202011070024.0
347.72311807817596,202011030014.0,202011080046.0
245.65192177579007,202011030014.0,202011110028.0
133.154648708874,202011030027.0,202011040017.0
193.40873677628107,202011030027.0,202011060028.0
436.33594877133703,202011030027.0,202011070019.0
133.154648708874,202011030027.0,202011070024.0
193.04753981348134,202011030027.0,202011080046.0
133.154648708874,202011030027.0,202011110028.0
324.565630249449,202011040017.0,202011060028.0
363.52066179457324,202011040017.0,202011070019.0
0.0,202011040017.0,202011070024.0
324.2033799893403,202011040017.0,202011080046.0
205.5938785668609,202011040017.0,202011110009.0
203.82699660260943,202011040017.0,202011110011.0
203.82730898578868,202011040017.0,202011110013.0
203.82730898578868,202011040017.0,202011110015.0
0.0,202011040017.0,202011110028.0
553.8677377094523,202011060028.0,202011070019.0
324.565630249449,202011060028.0,202011070024.0
0.36228707569462215,202011060028.0,202011080046.0
263.56431184878073,202011060028.0,202011110009.0
261.8198972774086,202011060028.0,202011110011.0
261.8141151280205,202011060028.0,202011110013.0
261.8141151280205,202011060028.0,202011110015.0
324.565630249449,202011060028.0,202011110028.0
398.92781705378593,202011060028.0,202011120008.0
605.3919656324216,202011060028.0,202011120032.0
363.52066179457324,202011070019.0,202011070024.0
553.5890506559281,202011070019.0,202011080046.0
290.31280041255184,202011070019.0,202011110009.0
292.04786046027635,202011070019.0,202011110011.0
292.053642303581,202011070019.0,202011110013.0
292.053642303581,202011070019.0,202011110015.0
363.52066179457324,202011070019.0,202011110028.0
207.3839983149332,202011070019.0,202011120008.0
65.63506082413926,202011070019.0,202011120032.0
324.2033799893403,202011070024.0,202011080046.0
205.5938785668609,202011070024.0,202011110009.0
203.82699660260943,202011070024.0,202011110011.0
203.82730898578868,202011070024.0,202011110013.0
203.82730898578868,202011070024.0,202011110015.0
0.0,202011070024.0,202011110028.0
156.138560484104,202011070024.0,202011120008.0
428.8266537853609,202011070024.0,202011120032.0
263.28709888690105,202011080046.0,202011110009.0
261.54119847510634,202011080046.0,202011110011.0
261.535416831488,202011080046.0,202011110013.0
261.535416831488,202011080046.0,202011110015.0
324.2033799893403,202011080046.0,202011110028.0
398.5939211051691,202011080046.0,202011120008.0
605.1302335057604,202011080046.0,202011120032.0
2.421294822844374,202011110009.0,202011110011.0
2.425055804879771,202011110009.0,202011110013.0
2.425055804879771,202011110009.0,202011110015.0
205.5938785668609,202011110009.0,202011110028.0
166.58443956435528,202011110009.0,202011120008.0
342.78722686031415,202011110009.0,202011120032.0
144.98719846216866,202011110009.0,202011180003.0
0.005810083630425608,202011110011.0,202011110013.0
0.005810083630425608,202011110011.0,202011110015.0
203.82699660260943,202011110011.0,202011110028.0
166.64973698861806,202011110011.0,202011120008.0
344.71833494180873,202011110011.0,202011120032.0
144.46927804875418,202011110011.0,202011180003.0
0.0,202011110013.0,202011110015.0
203.82730898578868,202011110013.0,202011110028.0
166.65429500419364,202011110013.0,202011120008.0
344.7240021909171,202011110013.0,202011120032.0
144.46416747722685,202011110013.0,202011180003.0
203.82730898578868,202011110015.0,202011110028.0
166.65429500419364,202011110015.0,202011120008.0
344.7240021909171,202011110015.0,202011120032.0
144.46416747722685,202011110015.0,202011180003.0
156.138560484104,202011110028.0,202011120008.0
428.8266537853609,202011110028.0,202011120032.0
272.708550337224,202011120008.0,202011120032.0
309.9593842946804,202011120008.0,202011180003.0
463.36714428444833,202011120032.0,202011180003.0
296.9643360141283,202011180003.0,202011240006.0
363.91737022237135,202011180003.0,202011240008.0
315.8550735993428,202011180003.0,202011240018.0
67.04365664180811,202011240006.0,202011240008.0
20.376217598154604,202011240006.0,202011240018.0
194.84921939126403,202011240006.0,202011260031.0
201.82033720047127,202011240006.0,202011270016.0
121.96391141428242,202011240006.0,202011290024.0
73.45966195227155,202011240006.0,202011300014.0
49.549174012808294,202011240008.0,202011240018.0
255.98255605043866,202011240008.0,202011260031.0
258.64442865649823,202011240008.0,202011270016.0
91.88651101119267,202011240008.0,202011290024.0
107.57602248998109,202011240008.0,202011300014.0
215.21448464991207,202011240018.0,202011260031.0
211.90172721676825,202011240018.0,202011270016.0
118.02430502258726,202011240018.0,202011290024.0
70.54052672600581,202011240018.0,202011300014.0
212.61230981634475,202011260031.0,202011270016.0
253.5058528895046,202011260031.0,202011290024.0
228.67704540656825,202011260031.0,202011300014.0
322.3110320440965,202011270016.0,202011290024.0
156.7645463416672,202011270016.0,202011300014.0
275.63536981346914,202011270016.0,202012040010.0
188.28656609607205,202011290024.0,202011300014.0
73.12235545241465,202011290024.0,202012040010.0
365.54266001758486,202011290024.0,202012050021.0
383.21147845058255,202011290024.0,202012050022.0
126.7910534112825,202011300014.0,202012040010.0
267.6326943620351,202011300014.0,202012050021.0
291.7198973629513,202011300014.0,202012050022.0
348.7447559767198,202012040010.0,202012050021.0
369.529185087066,202012040010.0,202012050022.0
305.74973941863846,202012040010.0,202012100004.0
373.07300949851947,202012040010.0,202012100027.0
72.2903066367489,202012040010.0,202012100029.0
25.058852463415555,202012050021.0,202012050022.0
174.7775423612345,202012050021.0,202012100004.0
33.062867718457326,202012050021.0,202012100027.0
276.7354781509624,202012050021.0,202012100029.0
279.16546189401174,202012050021.0,202012120015.0
197.58160543020855,202012050022.0,202012100004.0
9.27476999735645,202012050022.0,202012100027.0
297.8585425763504,202012050022.0,202012100029.0
300.9957963243512,202012050022.0,202012120015.0
206.649657822457,202012100004.0,202012100027.0
242.5602793238434,202012100004.0,202012100029.0
234.55078851817305,202012100004.0,202012120015.0
57.39105710574681,202012100004.0,202012140027.0
81.52071884299697,202012100004.0,202012140036.0
286.24812090812236,202012100004.0,202012140038.0
35.04666476508327,202012100004.0,202012160026.0
177.30246162870642,202012100004.0,202012160034.0
301.66689063345297,202012100027.0,202012100029.0
305.2395485497934,202012100027.0,202012120015.0
229.33914049560303,202012100027.0,202012140027.0
235.93569165767127,202012100027.0,202012140036.0
278.1764547842363,202012100027.0,202012140038.0
192.88759840837685,202012100027.0,202012160026.0
195.37412668602775,202012100027.0,202012160034.0
16.05750312926733,202012100029.0,202012120015.0
299.226389039123,202012100029.0,202012140027.0
323.86806496911504,202012100029.0,202012140036.0
91.324272403782,202012100029.0,202012140038.0
210.38310350662667,202012100029.0,202012160026.0
106.35382902028948,202012100029.0,202012160034.0
290.6690798991565,202012120015.0,202012140027.0
315.4626353566632,202012120015.0,202012140036.0
107.07749678844534,202012120015.0,202012140038.0
203.32552371866495,202012120015.0,202012160026.0
110.23151307039805,202012120015.0,202012160034.0
59.91513902255815,202012120015.0,202012180007.0
133.3062927277955,202012120015.0,202012180026.0
122.51547893844983,202012120015.0,202012190019.0
24.95895956800871,202012140027.0,202012140036.0
343.24315476101935,202012140027.0,202012140038.0
91.99872363250165,202012140027.0,202012160026.0
233.53914390362573,202012140027.0,202012160034.0
342.7382265909356,202012140027.0,202012180007.0
157.36446269113307,202012140027.0,202012180026.0
352.73105028170085,202012140027.0,202012190019.0
366.2070381374738,202012140036.0,202012140038.0
115.50885188795941,202012140036.0,202012160026.0
255.89542966234688,202012140036.0,202012160034.0
367.68930124610495,202012140036.0,202012180007.0
182.16020746691018,202012140036.0,202012180026.0
375.3461040500209,202012140036.0,202012190019.0
251.30550949804967,202012140038.0,202012160026.0
111.34981443500352,202012140038.0,202012160034.0
133.0316484360584,202012140038.0,202012180007.0
197.9025308128213,202012140038.0,202012180026.0
15.438788579166266,202012140038.0,202012190019.0
142.27545796161849,202012160026.0,202012160034.0
258.64442865649823,202012160026.0,202012180007.0
72.5418140079145,202012160026.0,202012180026.0
261.00477002347805,202012160026.0,202012190019.0
168.5432780861536,202012160034.0,202012180007.0
102.63403725801669,202012160034.0,202012180026.0
119.55342856319638,202012160034.0,202012190019.0
186.73896314006168,202012180007.0,202012180026.0
147.113978082606,202012180007.0,202012190019.0
338.50488745113864,202012180007.0,202012240007.0
209.99755544439293,202012180026.0,202012190019.0
198.80969307794535,202012180026.0,202012240007.0
262.16884144274076,202012190019.0,202012240007.0
276.76557577755244,202012190019.0,202012260041.0
25.058852463415555,202012240007.0,202012260041.0
326.44318484797554,202012240007.0,202012290019.0
61.65343054796456,202012240007.0,202012300003.0
344.7247342998927,202012260041.0,202012290019.0
70.854803065817,202012260041.0,202012300003.0
277.7149640115321,202012290019.0,202012300003.0
